"date","number","street","tickets"
2015-01-26,4100,"38Th St",1
2015-01-26,4200,"41St St",1
2015-01-26,4000,"42Nd St",1
2015-01-26,4100,"42Nd St",1
2015-01-26,4700,"Auburn Dr",1
2015-01-26,4800,"Auburn Dr",1
2015-01-26,4900,"Auburn Dr",1
2015-01-26,1800,"Central Ave",1
2015-01-26,3800,"Central Ave",1
2015-01-26,4100,"Central Ave",1
2015-01-26,3300,"Cherokee Ave",1
2015-01-26,3400,"Cherokee Ave",1
2015-01-26,3800,"Cherokee Ave",1
2015-01-26,4000,"Cherokee Ave",1
2015-01-26,4100,"Cherokee Ave",1
2015-01-26,4200,"Cherokee Ave",1
2015-01-26,600,"Columbia St",1
2015-01-26,3600,"Dwight St",1
2015-01-26,4000,"Dwight St",1
2015-01-26,4100,"Dwight St",1
2015-01-26,4200,"Dwight St",1
2015-01-26,1600,"F St",1
2015-01-26,600,"Fifth Ave",1
2015-01-26,800,"Fifth Ave",1
2015-01-26,900,"Fifth Ave",1
2015-01-26,200,"Howard Ave",1
2015-01-26,3500,"Landis St",1
2015-01-26,4000,"Landis St",1
2015-01-26,3600,"Marlborough Ave",1
2015-01-26,3700,"Marlborough Ave",1
2015-01-26,3800,"Marlborough Ave",1
2015-01-26,3900,"Marlborough Ave",1
2015-01-26,3100,"Midway Dr",1
2015-01-26,3400,"Myrtle Ave",1
2015-01-26,3500,"Myrtle Ave",1
2015-01-26,3600,"Myrtle Ave",1
2015-01-26,3700,"Myrtle Ave",1
2015-01-26,4700,"Newport Ave",1
2015-01-26,4900,"Newport Ave",1
2015-01-26,5000,"Newport Ave",1
2015-01-26,1600,"Pentecost Way",1
2015-01-26,3500,"Polk Ave",1
2015-01-26,3700,"Polk Ave",1
2015-01-26,4200,"Polk Ave",1
2015-01-26,4300,"Polk Ave",1
2015-01-26,4800,"Santa Monica Ave",1
2015-01-26,4900,"Santa Monica Ave",1
2015-01-26,500,"Second Ave",1
2015-01-26,600,"Second Ave",1
2015-01-26,4000,"Swift Ave",1
2015-01-26,500,"Third Ave",1
2015-01-26,600,"Union St",1
2015-01-26,3500,"Van Dyke Ave",1
2015-01-26,4000,"Van Dyke Ave",1
2015-01-26,4100,"Van Dyke Ave",1
2015-01-26,4200,"Van Dyke Ave",1
2015-01-26,3800,"Wabash Ave",1
2015-01-26,4000,"Wabash Ave",1
2015-01-26,3000,"Walton Pl",1
2015-01-26,3700,"Wilson Ave",1
2015-01-26,4200,"Wilson Ave",1
2015-01-27,3600,"37Th St",1
2015-01-27,3800,"38Th St",1
2015-01-27,3600,"42Nd St",1
2015-01-27,3700,"42Nd St",1
2015-01-27,3800,"42Nd St",1
2015-01-27,5400,"55Th St",1
2015-01-27,3900,"Bancroft St",1
2015-01-27,4000,"Boundary St",1
2015-01-27,4100,"Boundary St",1
2015-01-27,3400,"Cherokee Ave",1
2015-01-27,3700,"Cherokee Ave",1
2015-01-27,3600,"Dwight St",1
2015-01-27,3700,"Dwight St",1
2015-01-27,700,"First Ave",1
2015-01-27,500,"Fourth Ave",1
2015-01-27,5600,"Hardy Ave",1
2015-01-27,3000,"Howard Ave",1
2015-01-27,3900,"Illinois St",1
2015-01-27,4000,"Illinois St",1
2015-01-27,3900,"Iowa St",1
2015-01-27,4000,"Iowa St",1
2015-01-27,4100,"Iowa St",1
2015-01-27,3900,"Kansas St",1
2015-01-27,4000,"Kansas St",1
2015-01-27,4100,"Kansas St",1
2015-01-27,4000,"Louisiana Ave",1
2015-01-27,4100,"Louisiana Ave",1
2015-01-27,3600,"Marlborough Ave",1
2015-01-27,3500,"Mississippi St",1
2015-01-27,5500,"Montezuma Rd",1
2015-01-27,5600,"Montezuma Rd",1
2015-01-27,6100,"Montezuma Rd",1
2015-01-27,6200,"Montezuma Rd",1
2015-01-27,3600,"Myrtle Ave",1
2015-01-27,3700,"Myrtle Ave",1
2015-01-27,4100,"Ohio St",1
2015-01-27,2300,"Polk Ave",1
2015-01-27,3000,"Polk Ave",1
2015-01-27,500,"Second Ave",1
2015-01-27,3900,"Utah St",1
2015-01-27,4000,"Utah St",1
2015-01-28,500,"Second Ave",1
2015-01-28,600,"Third Ave",1
2015-01-28,600,"Union St",1
2015-01-29,3600,"35Th St",1
2015-01-29,5400,"55Th St",1
2015-01-29,700,"Broadway Cir",1
2015-01-29,900,"Broadway Cir",1
2015-01-29,200,"Fifth Ave",1
2015-01-29,800,"Fifth Ave",1
2015-01-29,5500,"Hardy Ave",1
2015-01-29,5600,"Hardy Ave",1
2015-01-29,4100,"Howard Ave",1
2015-01-29,3300,"Landis St",1
2015-01-29,5500,"Lindo Paseo ",1
2015-01-29,5600,"Lindo Paseo ",1
2015-01-29,5700,"Lindo Paseo ",1
2015-01-29,300,"Mission Blvd",1
2015-01-29,5700,"Montezuma Rd",1
2015-01-29,400,"Second Ave",1
2015-01-29,500,"Second Ave",1
2015-01-29,600,"Second Ave",1
2015-01-29,700,"Sixth Ave",1
2015-01-29,900,"Sixth Ave",1
2015-01-29,1000,"Sixth Ave",1
2015-01-29,600,"Third Ave",1
2015-01-30,800,"Fifth Ave",1
2015-01-30,300,"Fourth Ave",1
2015-01-30,4400,"Point Loma Blvd",1
2015-01-30,400,"Second Ave",1
2015-01-30,500,"Second Ave",1
2015-01-30,400,"Third Ave",1
2015-01-30,500,"Third Ave",1
2015-02-02,900,"15Th St",1
2015-02-02,5400,"Boswell St",1
2015-02-02,500,"Creston Dr",1
2015-02-02,5800,"Division St",1
2015-02-02,5800,"Greycourt Ave",1
2015-02-02,4800,"Jarrett Ct",1
2015-02-02,5100,"La Paz Dr",1
2015-02-02,5200,"La Paz Dr",1
2015-02-02,4900,"Lise St",1
2015-02-02,5000,"Lise St",1
2015-02-02,5800,"Mariposa Pl",1
2015-02-02,4900,"Palin St",1
2015-02-02,5000,"Palin St",1
2015-02-02,4900,"Reynolds St",1
2015-02-02,400,"San Jacinto Dr",1
2015-02-02,5500,"San Onofre Ter",1
2015-02-02,5200,"Santa Margarita Dr",1
2015-02-02,5300,"Santa Margarita Dr",1
2015-02-02,5400,"Santa Margarita Dr",1
2015-02-02,5500,"Santa Margarita Dr",1
2015-02-02,5600,"Santa Margarita Dr",1
2015-02-02,500,"Second Ave",1
2015-02-02,4900,"Solola Ave",1
2015-02-02,5000,"Solola Ave",1
2015-02-02,4800,"Wyconda Ln",1
2015-02-02,4900,"Wyconda Ln",1
2015-02-02,1300,"Wyconda Way",1
2015-02-02,1300,"Wystone Dr",1
2015-02-03,5400,"55Th St",1
2015-02-03,800,"Beech St",1
2015-02-03,900,"Fifth Ave",1
2015-02-03,5700,"Hardy Ave",1
2015-02-03,5500,"Lindo Paseo ",1
2015-02-03,5600,"Lindo Paseo ",1
2015-02-03,3400,"Marathon Dr",1
2015-02-03,900,"Mission Bay Dr",1
2015-02-03,5600,"Montezuma Rd",1
2015-02-03,5700,"Montezuma Rd",1
2015-02-03,500,"Second Ave",1
2015-02-03,900,"Sixth Ave",1
2015-02-03,1000,"Sixth Ave",1
2015-02-04,1600,"6Th Ave",1
2015-02-04,2000,"Adams Ave",1
2015-02-04,3600,"Adams Ave",1
2015-02-04,100,"Beech St",1
2015-02-04,200,"Beech St",1
2015-02-04,400,"Beech St",1
2015-02-04,500,"Beech St",1
2015-02-04,1200,"India St",1
2015-02-04,1600,"India St",1
2015-02-04,1700,"India St",1
2015-02-04,1900,"India St",1
2015-02-04,1600,"Kettner Blvd",1
2015-02-04,1700,"Kettner Blvd",1
2015-02-04,2400,"Kettner Blvd",1
2015-02-04,5100,"Long Branch Ave",1
2015-02-04,1400,"State St",1
2015-02-04,1700,"State St",1
2015-02-04,1900,"State St",1
2015-02-05,1700,"5Th Ave",1
2015-02-05,4200,"Bayard St",1
2015-02-05,4300,"Bayard St",1
2015-02-05,4400,"Bayard St",1
2015-02-05,4600,"Bayard St",1
2015-02-05,4700,"Bayard St",1
2015-02-05,4800,"Bayard St",1
2015-02-05,4900,"Bayard St",1
2015-02-05,5000,"Bayard St",1
2015-02-05,5100,"Bayard St",1
2015-02-05,4400,"Bond St",1
2015-02-05,4200,"Cass St",1
2015-02-05,4300,"Cass St",1
2015-02-05,4700,"Cass St",1
2015-02-05,4800,"Cass St",1
2015-02-05,4900,"Cass St",1
2015-02-05,5000,"Cass St",1
2015-02-05,5200,"Cass St",1
2015-02-05,200,"Date St",1
2015-02-05,700,"Date St",1
2015-02-05,4300,"Dawes St",1
2015-02-05,4400,"Dawes St",1
2015-02-05,4600,"Dawes St",1
2015-02-05,4800,"Dawes St",1
2015-02-05,5000,"Dawes St",1
2015-02-05,5100,"Dawes St",1
2015-02-05,600,"E St",1
2015-02-05,4100,"Everts St",1
2015-02-05,4200,"Everts St",1
2015-02-05,4300,"Everts St",1
2015-02-05,4900,"Everts St",1
2015-02-05,5000,"Everts St",1
2015-02-05,200,"Fifth Ave",1
2015-02-05,300,"Fifth Ave",1
2015-02-05,2600,"Figueroa Blvd",1
2015-02-05,2700,"Figueroa Blvd",1
2015-02-05,4400,"Figueroa Blvd",1
2015-02-05,4900,"Foothill Blvd",1
2015-02-05,5100,"Foothill Blvd",1
2015-02-05,300,"Fourth Ave",1
2015-02-05,4500,"Haines St",1
2015-02-05,4700,"Haines St",1
2015-02-05,4800,"Haines St",1
2015-02-05,2700,"Hornblend St",1
2015-02-05,1600,"Jewell St",1
2015-02-05,700,"Kettner Blvd",1
2015-02-05,1500,"La Cima Dr",1
2015-02-05,1500,"La Mancha Dr",1
2015-02-05,2600,"Magnolia Ave",1
2015-02-05,2700,"Magnolia Ave",1
2015-02-05,3500,"Promontory St",1
2015-02-05,3400,"Riviera Dr",1
2015-02-05,3600,"Riviera Dr",1
2015-02-05,3700,"Riviera Dr",1
2015-02-05,3800,"Riviera Dr",1
2015-02-05,3900,"Riviera Dr",1
2015-02-05,4000,"Riviera Dr",1
2015-02-05,400,"Second Ave",1
2015-02-05,3700,"Shasta St",1
2015-02-05,900,"Sixth Ave",1
2015-02-05,600,"State St",1
2015-02-05,800,"Turquoise St",1
2015-02-05,900,"Turquoise St",1
2015-02-06,800,"Fifth Ave",1
2015-02-06,300,"Fourth Ave",1
2015-02-06,500,"Fourth Ave",1
2015-02-06,800,"Island Ave",1
2015-02-06,4600,"Ocean Blvd",1
2015-02-06,1200,"Third Ave",1
2015-02-07,600,"Cedar St",1
2015-02-09,1000,"Columbia St",1
2015-02-09,1100,"Columbia St",1
2015-02-09,1200,"Columbia St",1
2015-02-09,600,"Fifth Ave",1
2015-02-09,700,"Fifth Ave",1
2015-02-09,800,"Fifth Ave",1
2015-02-09,700,"First Ave",1
2015-02-09,500,"Fourth Ave",1
2015-02-09,700,"Kettner Blvd",1
2015-02-09,4800,"Lantana St",1
2015-02-09,3900,"Louisiana Ave",1
2015-02-09,4000,"Louisiana Ave",1
2015-02-09,4100,"Louisiana Ave",1
2015-02-09,4300,"Louisiana Ave",1
2015-02-09,4400,"Louisiana Ave",1
2015-02-09,4500,"Louisiana Ave",1
2015-02-09,4600,"Louisiana Ave",1
2015-02-09,3100,"Midway Dr",1
2015-02-09,3600,"Myrtle Ave",1
2015-02-09,3700,"Myrtle Ave",1
2015-02-09,3600,"Park Blvd",1
2015-02-09,3700,"Park Blvd",1
2015-02-09,1600,"Pentacost Way",1
2015-02-09,700,"Reed Av Tail In St",1
2015-02-09,3800,"Reno Dr",1
2015-02-09,500,"Second Ave",1
2015-02-09,500,"Sixth Ave",1
2015-02-09,900,"Sixth Ave",1
2015-02-09,500,"Third Ave",1
2015-02-09,600,"Union St",1
2015-02-10,2500," ",1
2015-02-10,1000,"15Th St",1
2015-02-10,5400,"55Th St",1
2015-02-10,800,"Beech St",1
2015-02-10,1400,"Eighth Ave",1
2015-02-10,500,"Fourth Ave",1
2015-02-10,4500,"Geor St",1
2015-02-10,5700,"Hardy Ave",1
2015-02-10,5500,"Lindo Paseo ",1
2015-02-10,5700,"Lindo Paseo ",1
2015-02-10,4600,"Mission Ave",1
2015-02-10,5500,"Montezuma Rd",1
2015-02-10,5600,"Montezuma Rd",1
2015-02-10,6200,"Montezuma Rd",1
2015-02-10,500,"Seventh Ave",1
2015-02-10,1000,"Seventh Ave",1
2015-02-10,700,"Sixth Ave",1
2015-02-10,800,"Sixth Ave",1
2015-02-10,900,"Sixth Ave",1
2015-02-11,800,"First Ave",1
2015-02-11,500,"Fourth Ave",1
2015-02-11,500,"Second Ave",1
2015-02-11,600,"Second Ave",1
2015-02-11,500,"Third Ave",1
2015-02-12,100,"49Th St",1
2015-02-12,2300,"Avenida De La Playa ",1
2015-02-12,8200,"Camino Del Oro ",1
2015-02-12,500,"E St",1
2015-02-12,600,"Fifth Ave",1
2015-02-12,700,"Fifth Ave",1
2015-02-12,800,"Fifth Ave",1
2015-02-12,700,"First Ave",1
2015-02-12,600,"Gloria St",1
2015-02-12,2000,"Lowry Pl",1
2015-02-12,8100,"Paseo Del Ocaso ",1
2015-02-12,8400,"Paseo Del Ocaso ",1
2015-02-12,1900,"Paseo Dorado ",1
2015-02-12,2000,"Paseo Dorado ",1
2015-02-12,2100,"Paseo Dorado ",1
2015-02-12,600,"Third Ave",1
2015-02-12,600,"Union St",1
2015-02-13,2700,2745,1
2015-02-13,800,"Fifth Ave",1
2015-02-13,900,"Fifth Ave",1
2015-02-13,1000,"Fifth Ave",1
2015-02-13,300,"Fourth Ave",1
2015-02-13,400,"Fourth Ave",1
2015-02-13,500,"Fourth Ave",1
2015-02-13,1900,"Point Loma Blvd",1
2015-02-13,400,"Second Ave",1
2015-02-13,500,"Second Ave",1
2015-02-13,900,"Sixth Ave",1
2015-02-13,1200,"Sixth Ave",1
2015-02-13,400,"Third Ave",1
2015-02-13,500,"Third Ave",1
2015-02-13,600,"Third Ave",1
2015-02-13,500,"Union St",1
2015-02-13,600,"Union St",1
2015-02-17,5800,"El Cajon Blvd",1
2015-02-17,6100,"El Cajon Blvd",1
2015-02-17,6200,"El Cajon Blvd",1
2015-02-17,6500,"El Cajon Blvd",1
2015-02-17,700,"Garnet Ave",1
2015-02-17,1200,"Garnet Ave",1
2015-02-17,1300,"Garnet Ave",1
2015-02-18,900,"Kalmia St",1
2015-02-18,200,"Kettner Blvd",1
2015-02-18,4700,"Mansfield ",1
2015-02-18,4700,"Marlborough Ave",1
2015-02-18,4700,"Mountainview Dr",1
2015-02-18,500,"Second Ave",1
2015-02-18,500,"Seventh Ave",1
2015-02-18,1000,"Seventh Ave",1
2015-02-18,1400,"Sixth Ave",1
2015-02-18,1500,"Sixth Ave",1
2015-02-18,500,"Third Ave",1
2015-02-19,5400,"55Th St",1
2015-02-19,2200,"Calle Frescota ",1
2015-02-19,1100,"Eighth Ave",1
2015-02-19,500,"Fifth Ave",1
2015-02-19,1400,"Fourth Ave",1
2015-02-19,5600,"Hardy Ave",1
2015-02-19,600,"Island Ave",1
2015-02-19,5500,"Lindo Paseo ",1
2015-02-19,5600,"Lindo Paseo ",1
2015-02-19,5700,"Lindo Paseo ",1
2015-02-19,5700,"Montezuma Rd",1
2015-02-19,600,"Ninth Ave",1
2015-02-19,1400,"Ninth Ave",1
2015-02-19,8000,"Paseo Del Ocaso ",1
2015-02-19,8100,"Paseo Del Ocaso ",1
2015-02-19,8200,"Paseo Del Ocaso ",1
2015-02-19,8300,"Paseo Del Ocaso ",1
2015-02-19,2000,"Paseo Dorado ",1
2015-02-19,2100,"Paseo Dorado ",1
2015-02-19,500,"Seventh Ave",1
2015-02-19,600,"Seventh Ave",1
2015-02-19,700,"Seventh Ave",1
2015-02-19,600,"Sixth Ave",1
2015-02-19,900,"Sixth Ave",1
2015-02-19,1400,"Sixth Ave",1
2015-02-19,1700,"Sixth Ave",1
2015-02-19,7400,"Via Rialto ",1
2015-02-20,300,"11Th Ave",1
2015-02-20,1600,"Caithness Dr",1
2015-02-20,1700,"Caithness Dr",1
2015-02-20,1600,"Del Sur Blvd",1
2015-02-20,1700,"Del Sur Blvd",1
2015-02-20,1800,"Del Sur Blvd",1
2015-02-20,2000,"Elm Ave",1
2015-02-20,600,"Fifth Ave",1
2015-02-20,800,"Fifth Ave",1
2015-02-20,1000,"First Ave",1
2015-02-20,300,"Fourth Ave",1
2015-02-20,400,"Fourth Ave",1
2015-02-20,4600,"Ocean Blvd",1
2015-02-20,3900,"Point Loma Blvd",1
2015-02-20,4100,"Point Loma Blvd",1
2015-02-20,4300,"Point Loma Blvd",1
2015-02-20,4400,"Point Loma Blvd",1
2015-02-20,1000,"Raedel Dr",1
2015-02-20,400,"Second Ave",1
2015-02-20,500,"Second Ave",1
2015-02-20,900,"Sixth Ave",1
2015-02-20,400,"Third Ave",1
2015-02-20,3900,"Voltaire St",1
2015-02-20,4600,"Voltaire St",1
2015-02-20,4700,"Voltaire St",1
2015-02-23,3500,"37Th St",1
2015-02-23,3800,"38Th St",1
2015-02-23,3800,"39Th St",1
2015-02-23,4000,"Boundary St",1
2015-02-23,4100,"Boundary St",1
2015-02-23,3900,"Georgia St",1
2015-02-23,4000,"Georgia St",1
2015-02-23,4100,"Georgia St",1
2015-02-23,1800,"Lincoln Ave",1
2015-02-23,1800,"Polk Ave",1
2015-02-24,1300,1445,1
2015-02-24,1000,"15Th St",1
2015-02-24,5400,"55Th St",1
2015-02-24,700,"Broadway Cir",1
2015-02-24,600,"El Cajon Blvd",1
2015-02-24,500,"Fourth Ave",1
2015-02-24,5500,"Hardy Ave",1
2015-02-24,5600,"Hardy Ave",1
2015-02-24,5700,"Hardy Ave",1
2015-02-24,3900,"La Jolla Vlg",1
2015-02-24,5500,"Lindo Paseo ",1
2015-02-24,5600,"Lindo Paseo ",1
2015-02-24,5700,"Lindo Paseo ",1
2015-02-24,6100,"Montezuma Rd",1
2015-02-24,6200,"Montezuma Rd",1
2015-02-24,500,"Second Ave",1
2015-02-24,600,"Sixth Ave",1
2015-02-24,700,"Sixth Ave",1
2015-02-24,1000,"Sixth Ave",1
2015-02-24,500,"Union St",1
2015-02-24,600,"Union St",1
2015-02-25,5000,"El Cajon Blvd",1
2015-02-25,1000,"Fifth Ave",1
2015-02-25,1500,"First Ave",1
2015-02-25,1100,"Seventh Ave",1
2015-02-25,500,"Sixth Ave",1
2015-02-25,1300,"Sixth Ave",1
2015-02-25,1500,"Sixth Ave",1
2015-02-25,1700,"Sixth Ave",1
2015-02-25,500,"Third Ave",1
2015-02-25,500,"Union St",1
2015-02-25,1000,"University Ave",1
2015-02-25,1200,"University Ave",1
2015-02-25,1700,"University Ave",1
2015-02-25,2600,"University Ave",1
2015-02-26,2100,"Paseo Dorado ",1
2015-02-27,8100,"7Th Ave",1
2015-02-27,3200,"Mission Ave",1
2015-02-27,1000,"Mission Bay Dr",1
2015-02-27,2500,"Mission Blvd",1
2015-02-27,800,"San Fernando Pl",1
2015-03-02,4100,"Mt Albertine Ave",1
2015-03-03,200,"25Th St",1
2015-03-03,100,"28Th St",1
2015-03-03,5400,"55Th St",1
2015-03-03,2000,"C St",1
2015-03-03,2100,"C St",1
2015-03-03,5700,"El Cajon Blvd",1
2015-03-03,6100,"El Cajon Blvd",1
2015-03-03,6400,"El Cajon Blvd",1
2015-03-03,600,"Fourth Ave",1
2015-03-03,800,"Fourth Ave",1
2015-03-03,1000,"Fourth Ave",1
2015-03-03,1100,"Fourth Ave",1
2015-03-03,700,"Garnet Ave",1
2015-03-03,800,"Garnet Ave",1
2015-03-03,1800,"Garnet Ave",1
2015-03-03,800,"Grand Ave",1
2015-03-03,5500,"Hardy Ave",1
2015-03-03,5600,"Hardy Ave",1
2015-03-03,5700,"Hardy Ave",1
2015-03-03,1800,"Imperial Ave",1
2015-03-03,5500,"Lindo Paseo ",1
2015-03-03,5600,"Lindo Paseo ",1
2015-03-03,5700,"Lindo Paseo ",1
2015-03-03,2600,"Mission Blvd",1
2015-03-03,2700,"Mission Blvd",1
2015-03-03,3400,"Mission Blvd",1
2015-03-03,5500,"Montezuma Rd",1
2015-03-03,5700,"Montezuma Rd",1
2015-03-03,800,"San Fernando Pl",1
2015-03-03,500,"Second Ave",1
2015-03-03,600,"Second Ave",1
2015-03-03,700,"Sixth Ave",1
2015-03-03,1300,"Sixth Ave",1
2015-03-04,1300,"8Th Ave",1
2015-03-04,1400,"8Th Ave",1
2015-03-04,500,"Fifth Ave",1
2015-03-04,700,"Fifth Ave",1
2015-03-04,800,"Fifth Ave",1
2015-03-04,900,"Fifth Ave",1
2015-03-04,1000,"Fifth Ave",1
2015-03-04,1400,"Fourth Ave",1
2015-03-04,1400,"La Mancha Dr",1
2015-03-04,1500,"La Mancha Dr",1
2015-03-04,1400,"Roosevelt Ave",1
2015-03-04,700,"Sixth Ave",1
2015-03-04,900,"Sixth Ave",1
2015-03-04,1600,"Sixth Ave",1
2015-03-04,1700,"Sixth Ave",1
2015-03-04,500,"Third Ave",1
2015-03-05,500,"E St",1
2015-03-05,600,"Fifth Ave",1
2015-03-05,500,"Fourth Ave",1
2015-03-05,700,"Fourth Ave",1
2015-03-05,800,"Fourth Ave",1
2015-03-05,900,"Fourth Ave",1
2015-03-05,3600,"Orange Ave",1
2015-03-05,3700,"Orange Ave",1
2015-03-05,4800,"Orange Ave",1
2015-03-05,500,"Seventh Ave",1
2015-03-05,700,"Seventh Ave",1
2015-03-05,1000,"Seventh Ave",1
2015-03-05,500,"Sixth Ave",1
2015-03-05,1000,"Sixth Ave",1
2015-03-05,1300,"Sixth Ave",1
2015-03-05,3400,"Wightman St",1
2015-03-05,4200,"Wightman St",1
2015-03-06,200,"Fifth Ave",1
2015-03-06,300,"Fifth Ave",1
2015-03-06,400,"Fifth Ave",1
2015-03-06,500,"Fifth Ave",1
2015-03-06,800,"Fifth Ave",1
2015-03-06,900,"Fifth Ave",1
2015-03-06,4600,"Ocean Blvd",1
2015-03-06,500,"Sixth Ave",1
2015-03-06,1200,"Sixth Ave",1
2015-03-06,400,"Third Ave",1
2015-03-06,500,"Third Ave",1
2015-03-09,5100,"El Cajon Blvd",1
2015-03-09,500,"Fifth Ave",1
2015-03-09,600,"Fifth Ave",1
2015-03-09,800,"Fifth Ave",1
2015-03-09,6000,"Girard Ave",1
2015-03-09,4500,"Iowa St",1
2015-03-09,3100,"Midway Dr",1
2015-03-09,1600,"Pentecost Way",1
2015-03-09,500,"Second Ave",1
2015-03-09,500,"Sixth Ave",1
2015-03-09,600,"Sixth Ave",1
2015-03-09,700,"Sixth Ave",1
2015-03-09,500,"Third Ave",1
2015-03-09,500,"Union St",1
2015-03-09,600,"Union St",1
2015-03-09,2800,"Ventura Pl",1
2015-03-10,5400,"55Th St",1
2015-03-10,700,"Eighth Ave",1
2015-03-10,1000,"Eighth Ave",1
2015-03-10,500,"Fifth Ave",1
2015-03-10,600,"Fifth Ave",1
2015-03-10,500,"Fourth Ave",1
2015-03-10,600,"Fourth Ave",1
2015-03-10,1000,"Fourth Ave",1
2015-03-10,1100,"Fourth Ave",1
2015-03-10,5500,"Hardy Ave",1
2015-03-10,5600,"Hardy Ave",1
2015-03-10,5700,"Hardy Ave",1
2015-03-10,5500,"Lindo Paseo ",1
2015-03-10,5600,"Lindo Paseo ",1
2015-03-10,5700,"Lindo Paseo ",1
2015-03-10,5800,"Lindo Paseo ",1
2015-03-10,3900,"Louisiana Ave",1
2015-03-10,4000,"Louisiana Ave",1
2015-03-10,4100,"Louisiana Ave",1
2015-03-10,4300,"Louisiana Ave",1
2015-03-10,4400,"Louisiana Ave",1
2015-03-10,4600,"Louisiana Ave",1
2015-03-10,6200,"Montezuma Rd",1
2015-03-10,600,"Second Ave",1
2015-03-10,700,"Seventh Ave",1
2015-03-10,600,"Sixth Ave",1
2015-03-10,700,"Sixth Ave",1
2015-03-10,900,"Sixth Ave",1
2015-03-10,1300,"Sixth Ave",1
2015-03-11,300,"El Cajon Blvd",1
2015-03-11,400,"El Cajon Blvd",1
2015-03-11,600,"El Cajon Blvd",1
2015-03-11,5000,"El Cajon Blvd",1
2015-03-11,600,"Island Ave",1
2015-03-11,700,"Island Ave",1
2015-03-11,800,"Island Ave",1
2015-03-11,500,"Sixth Ave",1
2015-03-11,1600,"Sixth Ave",1
2015-03-12,100,"49Th St",1
2015-03-12,5400,"55Th St",1
2015-03-12,2300,"Calle De La Garza ",1
2015-03-12,2300,"Camino Del Collado ",1
2015-03-12,900,"Fourth Ave",1
2015-03-12,5500,"Hardy Ave",1
2015-03-12,5600,"Hardy Ave",1
2015-03-12,5700,"Hardy Ave",1
2015-03-12,5500,"Lindo Paseo ",1
2015-03-12,5700,"Lindo Paseo ",1
2015-03-12,7900,"Lowry Ter",1
2015-03-12,5600,"Montezuma Rd",1
2015-03-12,5700,"Montezuma Rd",1
2015-03-12,2000,"Pas Dorado ",1
2015-03-12,2000,"Paseo Dorado ",1
2015-03-12,500,"Second Ave",1
2015-03-12,700,"Sixth Ave",1
2015-03-12,900,"Sixth Ave",1
2015-03-12,1300,"Sixth Ave",1
2015-03-12,1600,"Sixth Ave",1
2015-03-12,7900,"Spindrift Dr",1
2015-03-12,1700,"State St",1
2015-03-12,500,"Third Ave",1
2015-03-13,500,"Fifth Ave",1
2015-03-13,900,"Fifth Ave",1
2015-03-13,1000,"First Ave",1
2015-03-13,300,"Fourth Ave",1
2015-03-13,400,"Fourth Ave",1
2015-03-13,1000,"Fourth Ave",1
2015-03-13,100,"J St",1
2015-03-13,600,"J St",1
2015-03-13,1000,"Mission Bay Dr",1
2015-03-13,600,"Second Ave",1
2015-03-13,500,"Sixth Ave",1
2015-03-13,600,"Sixth Ave",1
2015-03-13,500,"Third Ave",1
2015-03-14,700,"5Th Ave",1
2015-03-16,-1," St",1
2015-03-16,300,"17Th St",1
2015-03-16,1500,"Island Ave",1
2015-03-16,900,"Mission Bay Dr",1
2015-03-16,2600,"Mission Blvd",1
2015-03-16,2700,"Mission Blvd",1
2015-03-16,2800,"Mission Blvd",1
2015-03-16,2900,"Mission Blvd",1
2015-03-16,3000,"Mission Blvd",1
2015-03-16,3400,"Mission Blvd",1
2015-03-16,3500,"Mission Blvd",1
2015-03-16,3700,"Mission Blvd",1
2015-03-16,3800,"Mission Blvd",1
2015-03-16,3900,"Mission Blvd",1
2015-03-16,4000,"Mission Blvd",1
2015-03-16,4700,"Mt View Dr",1
2015-03-16,3400,"School St",1
2015-03-16,500,"Second Ave",1
2015-03-16,500,"Sixth Ave",1
2015-03-16,700,"Sixth Ave",1
2015-03-16,500,"Third Ave",1
2015-03-16,600,"Third Ave",1
2015-03-16,500,"Union St",1
2015-03-16,600,"Union St",1
2015-03-17,5100,"Balboa Arms Dr",1
2015-03-17,5200,"Balboa Arms Dr",1
2015-03-17,5400,"Balboa Arms Dr",1
2015-03-17,5500,"Balboa Arms Dr",1
2015-03-17,5600,"Balboa Arms Dr",1
2015-03-17,700,"Fifth Ave",1
2015-03-17,600,"Second Ave",1
2015-03-17,500,"Sixth Ave",1
2015-03-17,600,"Sixth Ave",1
2015-03-17,800,"Sixth Ave",1
2015-03-18,4700,"30Th St",1
2015-03-18,4700,"Boundary St",1
2015-03-18,700,"Fifth Ave",1
2015-03-18,800,"Fifth Ave",1
2015-03-18,1300,"Fifth Ave",1
2015-03-18,4700,"Hamilton St",1
2015-03-18,4700,"Kansas St",1
2015-03-18,5100,"Long Branch Ave",1
2015-03-18,4700,"Marlborough Ave",1
2015-03-18,4700,"Mountainview ",1
2015-03-18,500,"Second Ave",1
2015-03-18,600,"Second Ave",1
2015-03-18,500,"Sixth Ave",1
2015-03-18,800,"Sixth Ave",1
2015-03-18,900,"Sixth Ave",1
2015-03-18,1500,"Sixth Ave",1
2015-03-18,1600,"Sixth Ave",1
2015-03-18,1700,"Sixth Ave",1
2015-03-18,500,"Third Ave",1
2015-03-18,500,"Union St",1
2015-03-18,600,"Union St",1
