"date","number","street","tickets"
2014-06-16,3700,"Park Blvd",1
2014-06-16,4400,"Park Blvd",1
2014-06-16,4600,"Park Blvd",1
2014-06-16,700,"San Fernando Pl",1
2014-06-16,800,"San Fernando Pl",1
2014-06-16,800,"Selma Pl",1
2014-06-16,500,"Union St",1
2014-06-16,700,"Ventura Pl",1
2014-06-16,4700,"W.Mtn View Dr",1
2014-06-16,1100,"Willie James Jones Ave",1
2014-06-17,1000,"15Th St",1
2014-06-17,-1,"17Th St",1
2014-06-17,5400,"55Th St",1
2014-06-17,1300,"B St",1
2014-06-17,1400,"B St",1
2014-06-17,800,"Beech St",1
2014-06-17,5700,"Hardy Ave",1
2014-06-17,1000,"India St",1
2014-06-17,5500,"Lindo Paseo ",1
2014-06-18,4700,"30Thst ",1
2014-06-18,400,"32Nd St",1
2014-06-18,1100,"A St",1
2014-06-18,4200,"Camino De La Plz",1
2014-06-18,700,"Date St",1
2014-06-18,4700,"Mtn View Dr",1
2014-06-18,5100,"Muir Ave",1
2014-06-18,600,"Sanysidro Blvd",1
2014-06-18,1000,"State St",1
2014-06-18,4700,"W.Mtn View Dr",1
2014-06-19,4300,4711,1
2014-06-19,1200,"28Thst ",1
2014-06-19,2000,"C St",1
2014-06-19,2100,"C St",1
2014-06-19,2200,"Calle Clara ",1
2014-06-19,7900,"Calle De La Plata ",1
2014-06-19,8300,"Calle Del Cielo ",1
2014-06-19,2400,"Calle Del Oro ",1
2014-06-19,600,"Columbia St",1
2014-06-19,900,"F St",1
2014-06-19,200,"Market St",1
2014-06-19,8100,"Paseo Del Ocaso ",1
2014-06-19,8300,"Paseo Del Ocaso ",1
2014-06-19,1900,"Paseo Dorado ",1
2014-06-19,2200,"Paseo Dorado ",1
2014-06-20,300,"11Th Ave",1
2014-06-20,50600,"9Th Ave",1
2014-06-20,1900,"Barsanti Ct",1
2014-06-20,1600,"Caithness Dr",1
2014-06-20,1600,"Del Sur Blvd",1
2014-06-20,1700,"Del Sur Blvd",1
2014-06-20,1800,"Del Sur Blvd",1
2014-06-20,1900,"Dunning Cir",1
2014-06-20,1900,"Elm Ave",1
2014-06-20,1000,"First Ave",1
2014-06-20,1000,"G St",1
2014-06-20,4600,"Ocean Blvd",1
2014-06-20,900,"Raedel Dr",1
2014-06-23,1000,"15Th St",1
2014-06-23,300,"17Th St",1
2014-06-23,400,"17Th St",1
2014-06-23,1400,"B St",1
2014-06-23,3600,"Bellingham Ave",1
2014-06-23,1000,"India St",1
2014-06-23,1500,"Island Ave",1
2014-06-23,900,"Kettner Blvd",1
2014-06-23,3900,"Louisiana Ave",1
2014-06-23,4000,"Louisiana Ave",1
2014-06-23,4100,"Louisiana Ave",1
2014-06-23,4200,"Louisiana Ave",1
2014-06-23,4300,"Louisiana Ave",1
2014-06-23,4400,"Louisiana Ave",1
2014-06-23,4500,"Louisiana Ave",1
2014-06-23,4600,"Louisiana Ave",1
2014-06-23,5000,"Lyon ",1
2014-06-23,500,"Union St",1
2014-06-24,4700,"43Rd St",1
2014-06-24,5400,"55Th St",1
2014-06-24,1300,"B St",1
2014-06-24,1400,"B St",1
2014-06-24,800,"Beech St",1
2014-06-24,5600,"Hardy Ave",1
2014-06-24,5500,"Lindo Paseo ",1
2014-06-24,5600,"Lindo Paseo ",1
2014-06-24,3900,"Louisiana Ave",1
2014-06-24,4000,"Louisiana Ave",1
2014-06-24,4100,"Louisiana Ave",1
2014-06-24,5600,"Montezuma Rd",1
2014-06-24,6200,"Montezuma Rd",1
2014-06-25,900,"Kalmia St",1
2014-06-26,100,"51St St",1
2014-06-26,200,"51St St",1
2014-06-26,5400,"55Th St",1
2014-06-26,8000,"Calle De La Plata ",1
2014-06-26,8400,"Calle Del Oro ",1
2014-06-26,8100,"Camino Del Sol ",1
2014-06-26,500,"E St",1
2014-06-26,600,"Gloria ",1
2014-06-26,5500,"Hardy Ave",1
2014-06-26,5600,"Hardy Ave",1
2014-06-26,5700,"Hardy Ave",1
2014-06-26,2500,"Hidden Vly",1
2014-06-26,1000,"India St",1
2014-06-26,5000,"La Paz ",1
2014-06-26,5500,"Lindo Paseo ",1
2014-06-26,5600,"Lindo Paseo ",1
2014-06-26,5700,"Lindo Paseo ",1
2014-06-26,5000,"Manomet ",1
2014-06-26,5600,"Montezuma Rd",1
2014-06-26,5700,"Montezuma Rd",1
2014-06-26,7900,"Paseo Del Ocaso ",1
2014-06-26,8000,"Paseo Del Ocaso ",1
2014-06-26,8100,"Paseo Del Ocaso ",1
2014-06-26,8300,"Paseo Del Ocaso ",1
2014-06-26,1900,"Paseo Dorado ",1
2014-06-26,7900,"Saint Louis Ter",1
2014-06-26,2700,"Ulric Ct",1
2014-06-26,600,"Union St",1
2014-06-30,3200,3720,1
2014-06-30,-1,"17Th St",1
2014-06-30,4500,"Adams Ave",1
2014-06-30,400,"E St",1
2014-06-30,500,"E St",1
2014-06-30,800,"Girard Ave",1
2014-06-30,1000,"India St",1
2014-06-30,800,"Island Ave",1
2014-06-30,900,"Kettner Blvd",1
2014-06-30,500,"Union St",1
2014-07-01,1000,"15Th St",1
2014-07-01,-1,"17Th St",1
2014-07-01,1300,"B St",1
2014-07-01,700,"Beech St",1
2014-07-01,800,"Beech St",1
2014-07-02,1500,"1412 Ave",1
2014-07-02,3500,"La Mancha Dr",1
2014-07-02,1400,"Roosevelt Ave",1
2014-07-03,800,"Beech St",1
2014-07-03,700,"Broadway Cir",1
2014-07-03,1500,"Cedar St",1
2014-07-03,500,"E St",1
2014-07-03,1100,"E St",1
2014-07-03,4800,"Fanuel St",1
2014-07-03,1600,"Jewell St",1
2014-07-03,900,"Kalmia St",1
2014-07-03,800,"Kettner Blvd",1
2014-07-03,600,"State St",1
2014-07-03,600,"Union St",1
2014-07-07,3900,3740,1
2014-07-07,1000,"15Th St",1
2014-07-07,300,"17Th St",1
2014-07-07,1100,"A St",1
2014-07-07,4100,"Fairmount Ave",1
2014-07-07,800,"Island Ave",1
2014-07-07,1500,"Island Ave",1
2014-07-07,900,"Kettner Blvd",1
2014-07-07,4600,"Ocean Blvd",1
2014-07-07,2400,"Orange Ave",1
2014-07-07,1600,"Pentecost Way",1
2014-07-07,600,"Union St",1
2014-07-08,-1," St",1
2014-07-08,1000,"15Th St",1
2014-07-08,41800,"39Th St",1
2014-07-08,5400,"55Th St",1
2014-07-08,700,"Beech St",1
2014-07-08,800,"Beech St",1
2014-07-08,5700,"Hardy Ave",1
2014-07-08,4800,"Kansas St",1
2014-07-08,3900,"Louisiana Ave",1
2014-07-08,4100,"Louisiana Ave",1
2014-07-08,4300,"Louisiana Ave",1
2014-07-08,4400,"Louisiana Ave",1
2014-07-08,4500,"Louisiana Ave",1
2014-07-08,5500,"Montezuma Rd",1
2014-07-08,5600,"Montezuma Rd",1
2014-07-08,5700,"Montezuma Rd",1
2014-07-08,6100,"Montezuma Rd",1
2014-07-08,1200,"Russ Blvd",1
2014-07-09,1300,"8Th Ave",1
2014-07-09,1400,"8Th Ave",1
2014-07-09,1400,"9Th Ave",1
2014-07-09,800,"Island Ave",1
2014-07-09,900,"Kalmia St",1
2014-07-09,500,"Union St",1
2014-07-09,600,"Union St",1
2014-07-10,400,"11Th Ave",1
2014-07-10,100,"49Th St",1
2014-07-10,800,"Beech St",1
2014-07-10,700,"Broadway Cir",1
2014-07-10,2100,"Calle Frescota ",1
2014-07-10,700,"Date St",1
2014-07-10,2100,"De La Ribera ",1
2014-07-10,500,"E St",1
2014-07-10,1300,"Garnet Ave",1
2014-07-10,2000,"Garnet Ave",1
2014-07-10,4100,"Howard Ave",1
2014-07-10,1000,"India St",1
2014-07-10,700,"Ivy St",1
2014-07-10,600,"K St",1
2014-07-10,5500,"Lindo Paseo ",1
2014-07-10,5600,"Lindo Paseo ",1
2014-07-10,5600,"Montezuma Rd",1
2014-07-10,5700,"Montezuma Rd",1
2014-07-10,3700,"Ocean View Blvd",1
2014-07-10,8100,"Paseo Del Ocaso ",1
2014-07-10,8400,"Paseo Del Ocaso ",1
2014-07-11,300,"11Th Ave",1
2014-07-11,5100,"2Nd Ave",1
2014-07-11,100,"J St",1
2014-07-11,500,"J St",1
2014-07-11,500,"Park Blvd",1
2014-07-14,1000,"15Th St",1
2014-07-14,-1,"17Th St",1
2014-07-14,2100,"Avenida De La Playa ",1
2014-07-14,2200,"Avenida De La Playa ",1
2014-07-14,1300,"B St",1
2014-07-14,800,"G St",1
2014-07-14,600,"Island Ave",1
2014-07-14,4800,"Lantana ",1
2014-07-14,3900,"Louisiana Ave",1
2014-07-14,4000,"Louisiana Ave",1
2014-07-14,4100,"Louisiana Ave",1
2014-07-14,4300,"Louisiana Ave",1
2014-07-14,4400,"Louisiana Ave",1
2014-07-14,4500,"Louisiana Ave",1
2014-07-14,1600,"Pentecost Way",1
2014-07-14,4100,"Polk Ave",1
2014-07-14,4200,"Polk Ave",1
2014-07-14,4300,"Polk Ave",1
2014-07-15,-1,"25Th St",1
2014-07-15,5400,"55Th St",1
2014-07-15,1300,"B St",1
2014-07-15,900,"Broadway Cir",1
2014-07-15,900,"Garnet Ave",1
2014-07-15,2000,"Garnet Ave",1
2014-07-15,5700,"Hardy Ave",1
2014-07-15,1000,"India St",1
2014-07-15,600,"Island Ave",1
2014-07-15,5500,"Lindo Paseo ",1
2014-07-15,5600,"Lindo Paseo ",1
2014-07-15,5600,"Montezuma Rd",1
2014-07-16,1000,"India St",1
2014-07-16,900,"Kalmia St",1
2014-07-16,4700,"Mtn View Dr",1
2014-07-16,500,"Union St",1
2014-07-17,200,"2Nd Ave",1
2014-07-17,5400,"55Th St",1
2014-07-17,3900,"7Th Ave",1
2014-07-17,5100,"Balboa Arms Dr",1
2014-07-17,5200,"Balboa Arms Dr",1
2014-07-17,5400,"Balboa Arms Dr",1
2014-07-17,5600,"Balboa Arms Dr",1
2014-07-17,3200,"Bramsom Pl",1
2014-07-17,2000,"C St",1
2014-07-17,7900,"Calle De La Plata ",1
2014-07-17,2100,"Camino Del Reposo ",1
2014-07-17,2200,"Camino Del Reposo ",1
2014-07-17,8000,"Camino Del Reposo ",1
2014-07-17,800,"Grand Ave",1
2014-07-17,1000,"Grand Ave",1
2014-07-17,1100,"Grand Ave",1
2014-07-17,1200,"Grand Ave",1
2014-07-17,1300,"Grand Ave",1
2014-07-17,1400,"Grand Ave",1
2014-07-17,1500,"Grand Ave",1
2014-07-17,1700,"Grand Ave",1
2014-07-17,1800,"Grand Ave",1
2014-07-17,2100,"Grand Ave",1
2014-07-17,2200,"Grand Ave",1
2014-07-17,2300,"Grand Ave",1
2014-07-17,2600,"Grand Ave",1
2014-07-17,5600,"Hardy Ave",1
2014-07-17,5700,"Hardy Ave",1
2014-07-17,5500,"Lindo Paseo ",1
2014-07-17,5600,"Lindo Paseo ",1
2014-07-17,5800,"Lindo Paseo ",1
2014-07-17,3400,"Mission Blvd",1
2014-07-17,3500,"Mission Blvd",1
2014-07-17,3600,"Mission Blvd",1
2014-07-17,3700,"Mission Blvd",1
2014-07-17,3800,"Mission Blvd",1
2014-07-17,3900,"Mission Blvd",1
2014-07-17,5100,"Montezuma Pl",1
2014-07-17,1900,"Paseo Dorado ",1
2014-07-17,700,"Ventura Pl",1
2014-07-18,300,"11Th Ave",1
2014-07-18,1100,"A St",1
2014-07-18,1800,"Del Sur Blvd",1
2014-07-18,1000,"India St",1
2014-07-18,600,"Island Ave",1
2014-07-18,3900,"Normal Ave",1
2014-07-18,500,"Union St",1
2014-07-21,-1,"17Th St",1
2014-07-21,1200,"3Rd Ave",1
2014-07-21,700,"A St",1
2014-07-21,800,"A St",1
2014-07-21,600,"Cotton St",1
2014-07-21,700,"Cotton St",1
2014-07-21,400,"E St",1
2014-07-21,5800,"Greycourt ",1
2014-07-21,1000,"India St",1
2014-07-21,4900,"Lise St",1
2014-07-21,4500,"Madison Ave",1
2014-07-21,4700,"Marlborough Ave",1
2014-07-21,900,"Mission Bay Dr",1
2014-07-21,2600,"Mission Blvd",1
2014-07-21,2700,"Mission Blvd",1
2014-07-21,3400,"Mission Blvd",1
2014-07-21,3500,"Mission Blvd",1
2014-07-21,5300,"Naranja St",1
2014-07-21,700,"San Fernando Pl",1
2014-07-21,3400,"School St",1
2014-07-21,600,"Union St",1
2014-07-21,1300,"Union St",1
2014-07-22,-1,"17Th St",1
2014-07-22,2400,"25Th St",1
2014-07-22,5400,"55Th St",1
2014-07-22,200,"8Th Ave",1
2014-07-22,1300,"B St",1
2014-07-22,800,"Beech St",1
2014-07-22,900,"Broadway Cir",1
2014-07-22,500,"E St",1
2014-07-22,5700,"Hardy Ave",1
2014-07-22,1000,"India St",1
2014-07-22,700,"Kettner Blvd",1
2014-07-22,5500,"Lindo Paseo ",1
2014-07-22,5600,"Lindo Paseo ",1
2014-07-22,5700,"Lindo Paseo ",1
2014-07-22,3900,"Louisiana Ave",1
2014-07-22,4000,"Louisiana Ave",1
2014-07-22,4100,"Louisiana Ave",1
2014-07-22,4400,"Louisiana Ave",1
2014-07-22,4500,"Louisiana Ave",1
2014-07-22,1200,"Russ Blvd",1
2014-07-22,1200,"Union St",1
2014-07-23,3900,"30Th St",1
2014-07-23,4000,"30Th St",1
2014-07-23,4100,"30Th St",1
2014-07-23,4300,"30Th St",1
2014-07-23,800,"8Th Ave",1
2014-07-23,800,"Beech St",1
2014-07-23,700,"E St",1
2014-07-23,2000,"El Cajon Blvd",1
2014-07-23,600,"Island Ave",1
2014-07-23,4100,"Normal St",1
2014-07-23,500,"Union St",1
2014-07-23,300,"University Ave",1
2014-07-23,2600,"University Ave",1
2014-07-23,2700,"University Ave",1
2014-07-23,2800,"University Ave",1
2014-07-23,2900,"University Ave",1
2014-07-23,800,"Washington St",1
2014-07-23,900,"Washington St",1
2014-07-24,2200,"22Nd St",1
2014-07-24,3300,"32Nd St",1
2014-07-24,2000,"C St",1
2014-07-24,600,"Gloria St",1
2014-07-24,1100,"Grand Ave",1
2014-07-24,1200,"Grand Ave",1
2014-07-24,1300,"Grand Ave",1
2014-07-24,2100,"Grand Ave",1
2014-07-24,2200,"Grand Ave",1
2014-07-24,2300,"Grand Ave",1
2014-07-24,2600,"Grand Ave",1
2014-07-24,600,"Hawthorn St",1
2014-07-24,2000,"Lowry Pl",1
2014-07-24,2600,"Mission Blvd",1
2014-07-24,2700,"Mission Blvd",1
2014-07-24,3400,"Mission Blvd",1
2014-07-24,3500,"Mission Blvd",1
2014-07-24,3600,"Mission Blvd",1
2014-07-24,3700,"Mission Blvd",1
2014-07-24,3800,"Mission Blvd",1
2014-07-24,3900,"Mission Blvd",1
2014-07-24,7900,"Paseo Del Ocaso ",1
2014-07-24,8000,"Paseo Del Ocaso ",1
2014-07-24,8100,"Paseo Del Ocaso ",1
2014-07-24,8400,"Paseo Del Ocaso ",1
2014-07-24,700,"San Fernando Pl",1
2014-07-24,700,"Ventura Pl",1
2014-07-25,1300,"24Th St",1
2014-07-25,1000,"A St",1
2014-07-28,1600,"16Th St",1
2014-07-28,5100,"Georgia St",1
2014-07-28,3900,"Louisiana Ave",1
2014-07-28,4000,"Louisiana Ave",1
2014-07-28,4100,"Louisiana Ave",1
2014-07-28,4300,"Louisiana Ave",1
2014-07-28,4400,"Louisiana Ave",1
2014-07-28,4800,"Lyon St",1
2014-07-28,1600,"Pentecost Way",1
2014-07-28,1400,"Wightman St",1
2014-07-29,500,"11Th Ave",1
2014-07-29,1000,"15Th St",1
2014-07-29,800,"Beech St",1
2014-07-29,1600,"F St",1
2014-07-29,600,"Island Ave",1
2014-07-29,500,"Union St",1
2014-07-30,700,"Kettner Blvd",1
2014-07-30,900,"Kettner Blvd",1
2014-07-30,600,"State St",1
2014-07-30,500,"Union St",1
2014-07-31,300,"10Th Ave",1
2014-07-31,2800,"28Th St",1
2014-07-31,5600,"Hardy Ave",1
2014-07-31,5700,"Hardy Ave",1
2014-07-31,1400,"J St",1
2014-07-31,1400,"K St",1
2014-07-31,5500,"Lindo Paseo ",1
2014-07-31,5600,"Lindo Paseo ",1
2014-07-31,5700,"Lindo Paseo ",1
2014-08-01,200,"3Rd Ave",1
2014-08-01,700,"Emerald St",1
2014-08-01,1000,"India St",1
2014-08-01,4600,"Ocean Blvd",1
2014-08-01,500,"Union St",1
2014-08-01,600,"Union St",1
2014-08-04,1000,"15Th St",1
2014-08-04,-1,"17Th St",1
2014-08-04,1300,"7Th Ave",1
2014-08-04,1400,"7Th Ave",1
2014-08-04,1400,"B St",1
2014-08-04,1000,"Columbia St",1
2014-08-04,1100,"Columbia St",1
2014-08-04,1200,"Columbia St",1
2014-08-04,1000,"India St",1
2014-08-04,700,"Kettner Blvd",1
2014-08-04,900,"Kettner Blvd",1
2014-08-04,1200,"Kettner Blvd",1
2014-08-04,2700,"Mission Blvd",1
2014-08-04,3400,"Mission Blvd",1
2014-08-04,3500,"Mission Blvd",1
2014-08-04,3600,"Mission Blvd",1
2014-08-04,3700,"Mission Blvd",1
2014-08-04,3800,"Mission Blvd",1
2014-08-04,3900,"Mission Blvd",1
2014-08-04,4000,"Mission Blvd",1
2014-08-04,1300,"State St",1
2014-08-04,500,"Union St",1
2014-08-04,600,"Union St",1
2014-08-04,1300,"Union St",1
2014-08-04,700,"Ventura Pl",1
2014-08-05,1200,"10Th Ave",1
2014-08-05,1000,"15Th St",1
2014-08-05,-1,"17Th St",1
2014-08-05,1300,"B St",1
2014-08-05,1400,"B St",1
2014-08-05,800,"Beech St",1
2014-08-05,900,"Broadway Cir",1
2014-08-05,1000,"India St",1
2014-08-06,3900,"30Th St",1
2014-08-06,4000,"30Th St",1
2014-08-06,4100,"30Th St",1
2014-08-06,4300,"30Th St",1
2014-08-06,900,"Kettner Blvd",1
2014-08-06,3000,"Pt Loma Blvd",1
2014-08-06,4100,"Pt Loma Blvd",1
2014-08-06,4300,"Pt Loma Blvd",1
2014-08-06,4400,"Pt Loma Blvd",1
2014-08-06,4500,"Pt Loma Blvd",1
2014-08-06,4600,"Pt Loma Blvd",1
2014-08-06,4700,"Pt Loma Blvd",1
2014-08-06,4900,"Pt Loma Blvd",1
2014-08-06,5000,"Pt Loma Blvd",1
2014-08-06,1400,"Roosevelt Ave",1
2014-08-06,500,"Union St",1
2014-08-06,500,"University Ave",1
2014-08-06,800,"University Ave",1
2014-08-06,1700,"University Ave",1
2014-08-06,400,"Washington St",1
2014-08-06,800,"Washington St",1
2014-08-07,1000,"10Th Ave",1
2014-08-07,1200,"10Th Ave",1
2014-08-07,5400,"55Th St",1
2014-08-07,900,"8Th Ave",1
2014-08-07,1700,"Berlyl St",1
2014-08-07,1800,"Berlyl St",1
2014-08-07,2000,"Berlyl St",1
2014-08-07,600,"Hawthorn St",1
2014-08-07,1000,"India St",1
2014-08-07,500,"J St",1
2014-08-07,900,"Kalmia St",1
2014-08-07,800,"Kettner Blvd",1
2014-08-07,5600,"La Mancha Dr",1
2014-08-07,5600,"Montezuma Rd",1
2014-08-07,5700,"Montezuma Rd",1
2014-08-07,4000,"Noyes St",1
2014-08-07,500,"Union St",1
2014-08-08,2000,2029,1
2014-08-08,300,"11Th Ave",1
2014-08-08,100,"J St",1
2014-08-08,900,"Kettner Blvd",1
2014-08-08,500,"Union St",1
2014-08-11,3400,"42Nd St",1
2014-08-11,1100,"A St",1
2014-08-11,400,"Ash St",1
2014-08-11,500,"Ash St",1
2014-08-11,1000,"Columbia St",1
2014-08-11,1100,"Columbia St",1
2014-08-11,1000,"India St",1
2014-08-11,1300,"India St",1
2014-08-11,800,"Island Ave",1
2014-08-11,1500,"Island Ave",1
2014-08-11,700,"Kettner Blvd",1
2014-08-11,800,"Kettner Blvd",1
2014-08-11,900,"Kettner Blvd",1
2014-08-11,3700,"Lincoln Ave",1
2014-08-11,3000,"Mission Blvd",1
2014-08-11,3400,"Mission Blvd",1
2014-08-11,3500,"Mission Blvd",1
2014-08-11,3600,"Mission Blvd",1
2014-08-11,3700,"Mission Blvd",1
2014-08-11,3800,"Mission Blvd",1
2014-08-11,700,"San Fernando Pl",1
2014-08-11,600,"State St",1
2014-08-11,800,"State St",1
2014-08-12,1000,"15Th St",1
2014-08-12,-1,"17Th St",1
2014-08-12,1300,"B St",1
2014-08-12,700,"Beech St",1
2014-08-12,800,"Beech St",1
2014-08-12,900,"Broadway Cir",1
2014-08-12,500,"E St",1
2014-08-12,1100,"E St",1
2014-08-12,500,"F St",1
2014-08-12,1000,"India St",1
2014-08-12,4000,"Louisiana Ave",1
2014-08-12,4100,"Louisiana Ave",1
2014-08-12,4300,"Louisiana Ave",1
2014-08-13,600,"Island Ave",1
2014-08-13,1700,"State St",1
2014-08-13,1800,"State St",1
2014-08-13,2200,"State St",1
2014-08-13,3300,"Voltaire St",1
2014-08-14,600,"32Nd St",1
2014-08-14,3000,"32Nd St",1
2014-08-14,200,"49Th St",1
2014-08-14,100,"50Th St",1
2014-08-14,200,"50Th St",1
2014-08-14,1300,"8Th Ave",1
2014-08-14,1400,"8Th Ave",1
2014-08-14,2000,"C St",1
2014-08-14,800,"Cedar St",1
2014-08-14,600,"Gloria St",1
2014-08-14,800,"Grand Ave",1
2014-08-14,1200,"Grand Ave",1
2014-08-14,1300,"Grand Ave",1
2014-08-14,1400,"Grand Ave",1
2014-08-14,1500,"Grand Ave",1
2014-08-14,1700,"Grand Ave",1
2014-08-14,1800,"Grand Ave",1
2014-08-14,2000,"Grand Ave",1
2014-08-14,2100,"Grand Ave",1
2014-08-14,2200,"Grand Ave",1
2014-08-14,2300,"Grand Ave",1
2014-08-14,2600,"Grand Ave",1
2014-08-14,600,"Hawthorn St",1
2014-08-14,1000,"India St",1
2014-08-14,500,"J St",1
2014-08-14,600,"J St",1
2014-08-14,900,"Kalmia St",1
2014-08-14,5000,"La Paz Dr",1
2014-08-14,4900,"Manomet St",1
2014-08-14,2000,"Market St",1
2014-08-14,2100,"Market St",1
2014-08-14,2200,"Market St",1
2014-08-14,3400,"Mission Blvd",1
2014-08-14,3500,"Mission Blvd",1
2014-08-14,3600,"Mission Blvd",1
2014-08-14,3700,"Mission Blvd",1
2014-08-14,3800,"Mission Blvd",1
2014-08-14,3900,"Mission Blvd",1
2014-08-14,4000,"Mission Blvd",1
2014-08-14,4800,"Ocean View Blvd",1
2014-08-14,700,"San Fernando Pl",1
2014-08-14,700,"Ventura Pl",1
2014-08-14,200,"Willie James Jones Ave",1
2014-08-14,300,"Willie James Jones Ave",1
2014-08-14,400,"Willie James Jones Ave",1
2014-08-15,1300,"Columbia St",1
2014-08-15,1900,"Del Sur Blvd",1
2014-08-15,100,"J St",1
2014-08-15,500,"Union St",1
2014-08-18,1000,"15Th St",1
2014-08-18,-1,"17Th St",1
2014-08-18,600,"E St",1
2014-08-18,600,"Island Ave",1
2014-08-18,5000,"Madison Ave",1
2014-08-18,2800,"Mission Blvd",1
2014-08-18,3400,"Mission Blvd",1
2014-08-18,3500,"Mission Blvd",1
2014-08-18,3600,"Mission Blvd",1
2014-08-18,700,"San Fernando Pl",1
2014-08-18,700,"Ventura Pl",1
2014-08-19,1000,"15Th St",1
2014-08-19,3000,"32Nd St",1
2014-08-19,1400,"7Th Ave",1
2014-08-19,4600,"Archwood Ave",1
2014-08-19,600,"Ash St",1
2014-08-19,1300,"B St",1
2014-08-19,1400,"B St",1
2014-08-19,800,"Beech St",1
2014-08-19,500,"E St",1
2014-08-19,1200,"E St",1
2014-08-20,1100,"A St",1
2014-08-20,600,"E St",1
2014-08-20,800,"G St",1
2014-08-20,500,"Union St",1
2014-08-21,1200,"10Th Ave",1
2014-08-21,1400,"9Th Ave",1
2014-08-21,800,"Beech St",1
2014-08-21,2000,"C St",1
2014-08-21,2300,"Calle Corta ",1
2014-08-21,2300,"Calle De La Garza ",1
2014-08-21,7900,"Calle De La Plata ",1
2014-08-21,8000,"Calle Del Cielo ",1
2014-08-21,900,"Kalmia St",1
2014-08-21,2200,"Paseo Dorado ",1
2014-08-21,8400,"Whalewatch Way",1
2014-08-22,1300,"24Th St",1
2014-08-22,300,"Ada St",1
2014-08-22,2900,"Franklin Ave",1
2014-08-22,3800,"Franklin Ave",1
2014-08-22,3900,"Franklin Ave",1
2014-08-22,1100,"Goodyear St",1
2014-08-22,3800,"Hemlock St",1
2014-08-22,3900,"Hemlock St",1
2014-08-22,900,"Mission Bay Dr",1
2014-08-22,3500,"National Ave",1
2014-08-22,3600,"National Ave",1
2014-08-22,3700,"National Ave",1
2014-08-22,3700,"Newton Ave",1
2014-08-22,3900,"Ocean View Blvd",1
2014-08-22,3800,"T St",1
2014-08-22,3800,"T St",1
2014-08-22,3800,"Teak St",1
2014-08-22,3900,"Teak St",1
2014-08-25,-1,"17Th St",1
2014-08-25,1300,"B St",1
2014-08-25,3600,"Bellingham Ave",1
2014-08-25,1000,"India St",1
2014-08-25,1100,"India St",1
2014-08-25,700,"Island Ave",1
2014-08-25,4000,"Louisiana Ave",1
2014-08-25,4100,"Louisiana Ave",1
2014-08-25,4200,"Louisiana Ave",1
2014-08-25,4300,"Louisiana Ave",1
2014-08-25,4400,"Louisiana Ave",1
2014-08-25,4500,"Louisiana Ave",1
2014-08-25,4600,"Louisiana Ave",1
2014-08-25,4600,"Meade Ave",1
2014-08-25,300,"Polk Ave",1
2014-08-26,900," ",1
2014-08-26,1000,"15Th St",1
2014-08-26,1400,"25Th St",1
2014-08-26,5400,"55Th St",1
2014-08-26,5500,"Hardy Ave",1
2014-08-26,5700,"Hardy Ave",1
2014-08-26,5500,"Lindo Paseo ",1
2014-08-26,5700,"Lindo Paseo ",1
2014-08-26,3900,"Louisiana Ave",1
2014-08-26,4000,"Louisiana Ave",1
2014-08-26,4100,"Louisiana Ave",1
2014-08-26,4300,"Louisiana Ave",1
2014-08-26,4400,"Louisiana Ave",1
2014-08-26,4600,"Louisiana Ave",1
2014-08-26,40224000,"Mississippi St",1
2014-08-26,5400,"Montezuma Rd",1
2014-08-26,5600,"Montezuma Rd",1
2014-08-26,5700,"Montezuma Rd",1
2014-08-26,6100,"Montezuma Rd",1
2014-08-26,6200,"Montezuma Rd",1
2014-08-26,46743000,"Ohio St",1
2014-08-27,500,"E St",1
2014-08-27,800,"G St",1
2014-08-27,900,"Kettner Blvd",1
2014-08-27,500,"Union St",1
2014-08-28,1200,"10Th Ave",1
2014-08-28,1000,"22Nd St",1
2014-08-28,100,"49Th St",1
2014-08-28,200,"49Th St",1
2014-08-28,100,"50Th St",1
2014-08-28,200,"50Th St",1
2014-08-28,5400,"55Th St",1
2014-08-28,300,"9Th Ave",1
2014-08-28,700,"Beech St",1
2014-08-28,800,"Beech St",1
2014-08-28,2100,"Broadway ",1
2014-08-28,2200,"Broadway ",1
2014-08-28,700,"Broadway Cir",1
2014-08-28,900,"Broadway Cir",1
2014-08-28,4900,"Bunnell St",1
2014-08-28,2200,"C St",1
2014-08-28,8100,"Camino Del Oro ",1
2014-08-28,8200,"Camino Del Oro ",1
2014-08-28,400,"Fir St",1
2014-08-28,800,"G St",1
2014-08-28,600,"Gloria St",1
2014-08-28,1100,"Grand Ave",1
2014-08-28,1200,"Grand Ave",1
2014-08-28,1300,"Grand Ave",1
2014-08-28,1400,"Grand Ave",1
2014-08-28,1500,"Grand Ave",1
2014-08-28,1700,"Grand Ave",1
2014-08-28,1800,"Grand Ave",1
2014-08-28,2100,"Grand Ave",1
2014-08-28,2200,"Grand Ave",1
2014-08-28,2600,"Grand Ave",1
2014-08-28,5700,"Hardy Ave",1
2014-08-28,3100,"Howard Ave",1
2014-08-28,1100,"India St",1
2014-08-28,5500,"Lindo Paseo ",1
2014-08-28,5600,"Lindo Paseo ",1
2014-08-28,5700,"Lindo Paseo ",1
2014-08-28,5800,"Lindo Paseo ",1
2014-08-28,4900,"Manomet St",1
2014-08-28,3000,"Mission Blvd",1
2014-08-28,3400,"Mission Blvd",1
