id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,geoid,gvid,sumlevel,jam_flags
2227,ca,0,5,43819,12881.0,51.0,1210.0,283.0,252.0,1474.0,361.0,209.0,2207.0,1503.0,2836.0,1390.0,940.0,165.0,0.0,9235.0,33.0,858.0,121.0,130.0,1003.0,256.0,70.0,1703.0,859.0,2351.0,957.0,772.0,122.0,0.0,1215.0,0.0,236.0,0.0,0.0,170.0,48.0,10.0,116.0,94.0,188.0,211.0,142.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,30.0,0.0,29.0,28.0,19.0,3.0,132.0,0.0,0.0,0.0,211.0,0.0,27.0,0.0,0.0,46.0,13.0,0.0,46.0,14.0,63.0,2.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,9.0,0.0,18.0,54.0,0.0,21.0,0.0,1837.0,18.0,89.0,162.0,122.0,185.0,44.0,100.0,305.0,517.0,213.0,34.0,26.0,22.0,0.0,16000US0617988,,,
2228,ca,0,5,43820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618030,,,
2229,ca,0,5,43821,27111.0,223.0,1031.0,868.0,251.0,2180.0,657.0,498.0,859.0,2736.0,12429.0,2858.0,1591.0,887.0,43.0,16523.0,119.0,806.0,650.0,148.0,1443.0,414.0,191.0,666.0,1661.0,6940.0,1682.0,1087.0,673.0,43.0,2656.0,27.0,137.0,78.0,0.0,168.0,38.0,54.0,59.0,203.0,1362.0,357.0,118.0,55.0,0.0,1275.0,32.0,0.0,12.0,0.0,75.0,57.0,33.0,0.0,78.0,747.0,139.0,63.0,39.0,0.0,1254.0,0.0,0.0,39.0,0.0,157.0,23.0,48.0,35.0,104.0,551.0,100.0,197.0,0.0,0.0,4186.0,26.0,63.0,27.0,56.0,292.0,125.0,87.0,11.0,286.0,2512.0,518.0,70.0,113.0,0.0,1217.0,19.0,25.0,62.0,47.0,45.0,0.0,85.0,88.0,404.0,317.0,62.0,56.0,7.0,0.0,16000US0618100,,,
2230,ca,0,5,43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618153,,,
2231,ca,0,5,43823,1318.0,43.0,140.0,30.0,5.0,24.0,0.0,0.0,22.0,105.0,814.0,129.0,6.0,0.0,0.0,929.0,43.0,91.0,30.0,5.0,24.0,0.0,0.0,0.0,0.0,607.0,129.0,0.0,0.0,0.0,231.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,0.0,0.0,6.0,0.0,0.0,16000US0618324,,,
2232,ca,0,5,43824,1861.0,0.0,162.0,465.0,80.0,58.0,164.0,0.0,55.0,314.0,194.0,148.0,51.0,170.0,0.0,1454.0,0.0,138.0,346.0,80.0,25.0,151.0,0.0,41.0,236.0,81.0,148.0,38.0,170.0,0.0,225.0,0.0,24.0,63.0,0.0,0.0,13.0,0.0,14.0,57.0,54.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,39.0,0.0,33.0,0.0,0.0,0.0,21.0,59.0,0.0,13.0,0.0,0.0,16000US0618352,,,
2233,ca,0,5,43825,12005.0,1934.0,283.0,256.0,331.0,1894.0,739.0,49.0,273.0,342.0,2880.0,583.0,518.0,1906.0,17.0,8386.0,881.0,175.0,136.0,255.0,1596.0,680.0,43.0,156.0,208.0,2107.0,411.0,411.0,1310.0,17.0,2579.0,856.0,75.0,60.0,65.0,231.0,59.0,6.0,0.0,60.0,445.0,69.0,93.0,560.0,0.0,63.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,322.0,9.0,9.0,0.0,3.0,10.0,0.0,0.0,53.0,30.0,115.0,93.0,0.0,0.0,0.0,344.0,112.0,0.0,34.0,0.0,47.0,0.0,0.0,0.0,0.0,91.0,10.0,14.0,36.0,0.0,311.0,38.0,24.0,26.0,8.0,10.0,0.0,0.0,64.0,29.0,112.0,0.0,0.0,0.0,0.0,16000US0618394,,,
2234,ca,0,5,43826,1031.0,96.0,68.0,71.0,0.0,176.0,47.0,0.0,0.0,29.0,469.0,61.0,14.0,0.0,0.0,652.0,11.0,15.0,27.0,0.0,113.0,28.0,0.0,0.0,7.0,388.0,49.0,14.0,0.0,0.0,220.0,72.0,0.0,44.0,0.0,63.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,95.0,13.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,22.0,41.0,0.0,0.0,0.0,0.0,16000US0618464,,,
2235,ca,0,5,43827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618485,,,
2236,ca,0,5,43828,5678.0,65.0,655.0,198.0,47.0,347.0,137.0,43.0,569.0,1067.0,788.0,1161.0,576.0,25.0,0.0,4410.0,53.0,473.0,180.0,40.0,329.0,112.0,12.0,439.0,662.0,755.0,925.0,417.0,13.0,0.0,713.0,12.0,182.0,18.0,0.0,18.0,0.0,20.0,9.0,153.0,21.0,153.0,127.0,0.0,0.0,66.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,32.0,0.0,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,33.0,0.0,11.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,108.0,169.0,12.0,28.0,10.0,0.0,0.0,16000US0618506,,,
2237,ca,0,5,43829,1694.0,0.0,80.0,17.0,21.0,28.0,17.0,48.0,53.0,252.0,142.0,899.0,70.0,57.0,10.0,1345.0,0.0,76.0,7.0,21.0,28.0,17.0,10.0,53.0,139.0,131.0,773.0,44.0,46.0,0.0,86.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,22.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,200.0,0.0,0.0,10.0,0.0,0.0,0.0,38.0,0.0,113.0,0.0,28.0,0.0,11.0,0.0,16000US0618590,,,
2238,ca,0,5,43830,966.0,248.0,115.0,341.0,142.0,12.0,4.0,0.0,0.0,43.0,38.0,0.0,16.0,7.0,0.0,609.0,104.0,24.0,254.0,133.0,12.0,4.0,0.0,0.0,25.0,30.0,0.0,16.0,7.0,0.0,199.0,118.0,53.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,26.0,38.0,68.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16000US0618674,,,
2239,ca,0,5,43831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618688,,,
2240,ca,0,5,43832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618695,,,
2241,ca,0,5,43833,706.0,101.0,114.0,87.0,9.0,24.0,14.0,13.0,15.0,0.0,209.0,35.0,73.0,12.0,0.0,452.0,89.0,77.0,49.0,9.0,24.0,14.0,0.0,0.0,0.0,146.0,9.0,35.0,0.0,0.0,128.0,12.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,31.0,0.0,37.0,0.0,0.0,16000US0618856,,,
2242,ca,0,5,43834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618926,,,
2243,ca,0,5,43835,4035.0,0.0,792.0,42.0,45.0,370.0,104.0,10.0,257.0,395.0,931.0,499.0,421.0,169.0,0.0,2813.0,0.0,642.0,29.0,36.0,239.0,92.0,0.0,181.0,127.0,697.0,380.0,256.0,134.0,0.0,460.0,0.0,83.0,13.0,9.0,32.0,0.0,0.0,10.0,63.0,132.0,41.0,77.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,22.0,0.0,0.0,0.0,14.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,525.0,0.0,67.0,0.0,0.0,0.0,12.0,10.0,33.0,205.0,89.0,0.0,74.0,35.0,0.0,16000US0618996,,,
2244,ca,0,5,43836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619024,,,
2245,ca,0,5,43837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619052,,,
2246,ca,0,5,43838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619150,,,
2247,ca,0,5,43839,15114.0,9.0,839.0,1147.0,645.0,1427.0,372.0,242.0,3101.0,1749.0,2706.0,1117.0,741.0,998.0,21.0,11788.0,9.0,657.0,895.0,391.0,1068.0,257.0,170.0,2575.0,1344.0,2283.0,778.0,525.0,836.0,0.0,1585.0,0.0,147.0,144.0,85.0,131.0,71.0,11.0,289.0,127.0,240.0,107.0,93.0,140.0,0.0,259.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,26.0,0.0,37.0,166.0,0.0,7.0,0.0,121.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,31.0,20.0,15.0,22.0,16.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,35.0,108.0,163.0,183.0,33.0,61.0,174.0,258.0,131.0,44.0,107.0,15.0,21.0,16000US0619192,,,
2248,ca,0,5,43840,2708.0,0.0,347.0,341.0,115.0,639.0,179.0,95.0,161.0,185.0,465.0,78.0,97.0,6.0,0.0,2304.0,0.0,258.0,272.0,115.0,533.0,164.0,81.0,152.0,121.0,427.0,78.0,97.0,6.0,0.0,295.0,0.0,89.0,39.0,0.0,106.0,0.0,0.0,0.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,9.0,31.0,10.0,0.0,0.0,0.0,0.0,16000US0619220,,,
2249,ca,0,5,43841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619262,,,
2250,ca,0,5,43842,6637.0,410.0,174.0,1322.0,766.0,1099.0,293.0,55.0,207.0,299.0,1371.0,265.0,242.0,134.0,0.0,5050.0,272.0,89.0,1011.0,596.0,906.0,247.0,55.0,146.0,225.0,984.0,223.0,185.0,111.0,0.0,1173.0,113.0,37.0,258.0,118.0,165.0,46.0,0.0,0.0,51.0,289.0,37.0,47.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,34.0,27.0,12.0,10.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,11.0,0.0,121.0,14.0,14.0,16.0,40.0,0.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,175.0,11.0,0.0,10.0,0.0,13.0,0.0,0.0,29.0,11.0,91.0,0.0,10.0,0.0,0.0,16000US0619318,,,
2251,ca,0,5,43843,1882.0,0.0,200.0,11.0,122.0,159.0,50.0,48.0,332.0,306.0,158.0,192.0,296.0,8.0,0.0,1335.0,0.0,106.0,11.0,108.0,131.0,45.0,17.0,274.0,136.0,104.0,156.0,239.0,8.0,0.0,209.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,38.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,12.0,0.0,14.0,16.0,5.0,31.0,21.0,91.0,16.0,21.0,38.0,0.0,0.0,16000US0619339,,,
2252,ca,0,5,43844,6013.0,114.0,729.0,503.0,454.0,1150.0,276.0,93.0,321.0,382.0,792.0,708.0,280.0,211.0,0.0,4466.0,105.0,556.0,432.0,270.0,808.0,232.0,29.0,184.0,242.0,644.0,545.0,246.0,173.0,0.0,1022.0,0.0,138.0,50.0,93.0,290.0,31.0,23.0,54.0,101.0,88.0,131.0,23.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,9.0,0.0,27.0,0.0,0.0,83.0,0.0,0.0,20.0,0.0,0.0,0.0,239.0,0.0,35.0,0.0,70.0,25.0,13.0,29.0,0.0,0.0,30.0,12.0,0.0,25.0,0.0,133.0,9.0,0.0,12.0,10.0,0.0,0.0,12.0,0.0,36.0,30.0,0.0,11.0,13.0,0.0,16000US0619402,,,
2253,ca,0,5,43845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619406,,,
2254,ca,0,5,43846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619455,,,
2255,ca,0,5,43847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619570,,,
2256,ca,0,5,43848,305.0,4.0,24.0,34.0,5.0,0.0,3.0,9.0,24.0,12.0,98.0,27.0,30.0,35.0,0.0,223.0,4.0,13.0,34.0,5.0,0.0,3.0,9.0,15.0,6.0,73.0,24.0,27.0,10.0,0.0,61.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,16000US0619584,,,
2257,ca,0,5,43849,1578.0,121.0,144.0,269.0,19.0,149.0,36.0,19.0,70.0,0.0,535.0,72.0,138.0,6.0,0.0,1212.0,61.0,133.0,142.0,19.0,113.0,36.0,14.0,39.0,0.0,480.0,63.0,106.0,6.0,0.0,208.0,47.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,29.0,0.0,5.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13.0,0.0,0.0,0.0,13.0,0.0,5.0,31.0,0.0,7.0,9.0,12.0,0.0,0.0,16000US0619612,,,
2258,ca,0,5,43850,38814.0,84.0,2134.0,3118.0,981.0,4434.0,1549.0,512.0,3929.0,2464.0,11699.0,3299.0,2223.0,2381.0,7.0,30848.0,73.0,1549.0,2698.0,811.0,3501.0,1222.0,450.0,3353.0,1906.0,9629.0,2173.0,1426.0,2050.0,7.0,4176.0,11.0,423.0,244.0,83.0,448.0,205.0,35.0,248.0,297.0,1147.0,354.0,396.0,285.0,0.0,1290.0,0.0,105.0,10.0,55.0,228.0,34.0,11.0,70.0,144.0,252.0,276.0,105.0,0.0,0.0,729.0,0.0,28.0,34.0,0.0,56.0,0.0,0.0,41.0,0.0,140.0,327.0,84.0,19.0,0.0,883.0,0.0,29.0,100.0,0.0,104.0,67.0,16.0,59.0,37.0,212.0,99.0,133.0,27.0,0.0,888.0,0.0,0.0,32.0,32.0,97.0,21.0,0.0,158.0,80.0,319.0,70.0,79.0,0.0,0.0,16000US0619766,,,
2259,ca,0,5,43851,7446.0,76.0,493.0,1302.0,134.0,1246.0,96.0,89.0,253.0,436.0,2066.0,625.0,437.0,193.0,0.0,5580.0,76.0,396.0,1096.0,74.0,912.0,72.0,68.0,147.0,275.0,1489.0,476.0,318.0,181.0,0.0,837.0,0.0,71.0,193.0,32.0,136.0,0.0,11.0,47.0,78.0,147.0,57.0,65.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,97.0,13.0,0.0,0.0,29.0,13.0,0.0,51.0,0.0,0.0,409.0,0.0,26.0,0.0,0.0,82.0,0.0,0.0,47.0,19.0,177.0,58.0,0.0,0.0,0.0,232.0,0.0,0.0,13.0,28.0,9.0,11.0,0.0,0.0,0.0,134.0,34.0,3.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,12.0,35.0,106.0,0.0,0.0,12.0,0.0,16000US0619990,,,
2260,ca,0,5,43852,18389.0,34.0,1732.0,1527.0,875.0,3352.0,313.0,999.0,1163.0,1701.0,2214.0,1582.0,887.0,1827.0,183.0,14491.0,34.0,1481.0,1217.0,617.0,2690.0,245.0,793.0,725.0,1232.0,1732.0,1366.0,732.0,1468.0,159.0,2083.0,0.0,220.0,232.0,82.0,444.0,29.0,63.0,142.0,92.0,319.0,127.0,53.0,280.0,0.0,342.0,0.0,14.0,20.0,0.0,81.0,39.0,64.0,0.0,38.0,0.0,23.0,51.0,12.0,0.0,243.0,0.0,0.0,10.0,64.0,33.0,0.0,0.0,87.0,0.0,28.0,0.0,0.0,9.0,12.0,318.0,0.0,10.0,11.0,0.0,47.0,0.0,0.0,78.0,42.0,0.0,60.0,0.0,58.0,12.0,912.0,0.0,7.0,37.0,112.0,57.0,0.0,79.0,131.0,297.0,135.0,6.0,51.0,0.0,0.0,16000US0620018,,,
2261,ca,0,5,43853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0620032,,,
2262,ca,0,5,43854,778.0,11.0,207.0,34.0,6.0,49.0,129.0,6.0,6.0,44.0,160.0,82.0,14.0,30.0,0.0,411.0,0.0,89.0,0.0,0.0,25.0,88.0,0.0,6.0,24.0,104.0,45.0,0.0,30.0,0.0,224.0,4.0,118.0,34.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,21.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,7.0,0.0,0.0,0.0,24.0,39.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,22.0,6.0,7.0,0.0,0.0,16000US0620242,,,
2263,ca,0,5,43855,2355.0,404.0,170.0,315.0,239.0,274.0,133.0,19.0,52.0,247.0,282.0,82.0,122.0,16.0,0.0,1695.0,190.0,145.0,266.0,205.0,210.0,107.0,0.0,24.0,133.0,248.0,29.0,122.0,16.0,0.0,200.0,45.0,14.0,31.0,19.0,44.0,17.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,35.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,27.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,292.0,133.0,11.0,18.0,0.0,20.0,0.0,19.0,28.0,48.0,15.0,0.0,0.0,0.0,0.0,16000US0620270,,,
2264,ca,0,5,43856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0620284,,,
2265,ca,0,5,43857,720.0,310.0,11.0,0.0,24.0,109.0,23.0,0.0,0.0,6.0,211.0,26.0,0.0,0.0,0.0,469.0,119.0,11.0,0.0,10.0,99.0,23.0,0.0,0.0,6.0,175.0,26.0,0.0,0.0,0.0,205.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16000US0620438,,,
2266,ca,0,5,43858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0620536,,,
2267,ca,0,5,43859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0620550,,,
2268,ca,0,5,43860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0620598,,,
